,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2619,2620,535450100,50,6,60.0,12144,0,-1.0,0,0,0,0,0,0,0,0,0,2,4,6,1950,1950,1,0,11,2,-1,0.0,2,2,0,2.0,2.0,1,1,455.0,4,0.0,455.0,910.0,0,3,1,0,910,611,0,1521,0.0,0.0,1,1,3,1,3,6,3,0,-1.0,3,1950.0,0.0,1.0,597.0,1.0,2.0,1,199,0,168,0,0,0,-1.0,-1,-1,0,9,2006,0,0,147500
2621,2622,535451190,20,6,60.0,7200,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,7,1950,1950,0,0,2,2,-1,0.0,2,2,0,-1.0,-1.0,-1,-1,0.0,-1,0.0,0.0,0.0,0,2,1,2,1040,0,0,1040,0.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1950.0,0.0,2.0,625.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,6,2006,0,0,109500
2622,2623,535451210,20,6,60.0,7200,0,-1.0,0,0,0,0,0,0,0,0,0,0,4,5,1950,1950,1,0,0,2,-1,0.0,2,2,4,-1.0,-1.0,-1,-1,0.0,-1,0.0,0.0,0.0,0,2,1,1,1040,0,0,1040,0.0,0.0,1,0,2,1,2,4,0,0,-1.0,3,1950.0,0.0,2.0,420.0,2.0,2.0,1,0,29,0,0,0,0,-1.0,-1,-1,0,7,2006,0,0,109900
2623,2624,535453160,20,6,70.0,7560,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,5,1959,1959,1,0,0,2,-1,0.0,2,2,0,2.0,2.0,1,5,369.0,4,0.0,671.0,1040.0,0,2,1,1,1040,0,0,1040,0.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1959.0,1.0,1.0,286.0,2.0,2.0,1,140,0,252,0,0,0,-1.0,3,-1,0,7,2006,0,0,133700
2624,2625,535454030,90,6,60.0,8544,0,-1.0,0,0,0,1,0,0,0,0,2,0,3,4,1950,1950,1,0,0,14,-1,0.0,2,2,4,-1.0,-1.0,-1,-1,0.0,-1,0.0,0.0,0.0,3,1,0,2,1040,0,0,1040,0.0,0.0,2,0,2,2,2,6,0,0,-1.0,3,1950.0,0.0,2.0,400.0,2.0,1.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,12,2006,0,0,81400
2626,2627,535454060,90,6,60.0,8544,0,-1.0,0,0,0,0,0,0,0,0,2,0,3,4,1950,1950,1,0,9,14,-1,0.0,2,2,0,-1.0,-1.0,-1,-1,0.0,-1,0.0,0.0,0.0,0,3,0,2,1040,0,0,1040,0.0,0.0,2,0,2,2,2,6,0,0,-1.0,3,1949.0,0.0,2.0,400.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,7,2006,0,0,93500
2628,2629,535456020,20,6,70.0,7945,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,6,1959,1959,1,0,0,2,-1,0.0,2,2,0,2.0,2.0,1,2,179.0,0,506.0,465.0,1150.0,0,4,1,1,1150,0,0,1150,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1959.0,1.0,1.0,300.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,5,2006,0,0,141000
2629,2630,535457070,20,6,70.0,7000,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,4,1961,1961,0,0,0,3,-1,0.0,2,2,0,2.0,2.0,1,3,781.0,4,0.0,369.0,1150.0,0,2,1,0,1150,0,0,1150,0.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1961.0,1.0,1.0,288.0,2.0,2.0,1,0,0,0,0,162,0,-1.0,-1,-1,0,7,2006,0,0,146000
2630,2631,535477060,60,6,69.0,7590,0,-1.0,0,0,0,0,0,0,2,0,0,1,6,5,1966,1966,1,0,1,1,2,266.0,2,2,0,2.0,2.0,1,0,512.0,4,0.0,148.0,660.0,0,2,1,0,660,688,0,1348,0.0,0.0,1,1,3,1,2,6,0,1,1.0,0,1966.0,1.0,2.0,453.0,2.0,2.0,1,188,108,0,0,0,0,-1.0,-1,-1,0,7,2006,0,0,155000
2631,2632,535478010,85,6,69.0,10205,0,-1.0,1,0,0,0,0,0,0,0,0,3,5,5,1962,1962,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,3,0,784.0,4,0.0,141.0,925.0,0,2,1,0,999,0,0,999,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1962.0,0.0,1.0,300.0,2.0,2.0,1,150,72,0,0,0,0,-1.0,-1,-1,0,5,2006,0,0,134500
2632,2633,535478070,20,6,74.0,7400,0,-1.0,0,0,0,1,0,0,5,0,0,0,7,6,1962,1962,1,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,5,809.0,4,0.0,236.0,1045.0,0,3,1,0,1045,0,0,1045,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,3,1962.0,0.0,2.0,528.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,3,2006,0,0,120000
2633,2634,535478090,20,6,70.0,7000,0,-1.0,0,0,0,0,0,0,5,0,0,0,5,6,1962,1962,1,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,0,468.0,4,0.0,396.0,864.0,0,3,1,0,864,0,0,864,0.0,1.0,1,0,3,1,2,5,0,0,-1.0,0,1962.0,0.0,1.0,336.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,3,-1,0,2,2006,0,0,105000
2635,2636,902100110,70,8,62.0,9856,0,1.0,0,0,0,1,0,14,0,0,0,1,5,8,1900,2005,0,0,3,4,-1,0.0,3,3,1,1.0,2.0,1,4,0.0,4,0.0,716.0,716.0,0,4,1,1,1007,1007,0,2014,0.0,0.0,2,0,5,1,2,8,0,0,-1.0,3,1900.0,0.0,2.0,624.0,2.0,2.0,1,0,72,167,0,0,0,-1.0,-1,-1,0,6,2006,0,0,169000
2636,2637,902100130,70,8,57.0,9906,0,1.0,0,0,0,0,0,14,0,0,0,1,4,4,1925,1950,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,686.0,686.0,0,1,0,0,810,518,0,1328,0.0,0.0,1,0,3,1,2,8,0,0,-1.0,3,1940.0,0.0,1.0,210.0,2.0,2.0,1,0,172,60,0,0,0,-1.0,-1,-1,0,9,2006,0,2,107000
2637,2638,902101050,50,8,60.0,9600,0,1.0,0,0,0,0,0,14,0,0,0,2,5,6,1948,1950,1,0,6,7,0,264.0,2,2,0,2.0,2.0,1,1,276.0,4,0.0,936.0,1212.0,0,3,1,1,1226,442,0,1668,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,3,1948.0,0.0,1.0,240.0,2.0,2.0,1,0,0,140,0,0,0,-1.0,-1,-1,0,5,2006,0,0,135000
2638,2639,902103090,50,8,60.0,5520,0,-1.0,0,0,0,1,0,14,0,0,0,2,4,6,1920,1980,1,0,2,2,-1,0.0,2,2,1,2.0,1.0,1,5,284.0,4,0.0,863.0,1147.0,0,2,0,0,1147,510,0,1657,0.0,0.0,1,0,4,1,1,9,0,1,2.0,3,1920.0,0.0,1.0,162.0,1.0,1.0,2,0,0,0,0,0,0,-1.0,-1,-1,0,7,2006,0,0,111500
2639,2640,902104020,50,8,60.0,9600,0,1.0,0,0,0,0,0,14,0,0,0,2,6,8,1900,2004,1,0,2,2,-1,0.0,2,2,3,2.0,2.0,1,1,381.0,4,0.0,399.0,780.0,0,4,1,0,940,476,0,1416,0.0,1.0,1,0,3,1,3,7,0,0,-1.0,3,1956.0,0.0,2.0,400.0,2.0,2.0,1,0,24,0,0,0,0,-1.0,-1,-1,0,6,2006,0,0,156500
2640,2641,902106040,70,8,60.0,9600,0,1.0,0,0,0,0,0,14,0,0,0,1,7,7,1925,1990,1,0,2,2,-1,0.0,2,2,3,2.0,3.0,1,5,16.0,4,0.0,712.0,728.0,0,4,1,0,832,809,0,1641,0.0,1.0,1,1,3,1,4,6,0,1,3.0,3,1925.0,0.0,2.0,546.0,1.0,2.0,1,0,0,234,0,0,0,-1.0,-1,-1,0,8,2006,0,0,178000
2641,2642,902106090,70,8,58.0,6451,0,1.0,0,0,0,0,0,14,0,0,0,1,7,7,1900,1970,1,0,7,2,-1,0.0,2,2,5,2.0,2.0,1,1,208.0,4,0.0,504.0,712.0,0,3,1,0,848,580,0,1428,1.0,0.0,1,0,4,1,2,7,0,0,-1.0,3,1985.0,2.0,2.0,576.0,2.0,2.0,1,264,0,84,0,0,0,-1.0,-1,-1,0,5,2006,0,0,139900
2642,2643,902108060,70,8,66.0,3960,0,1.0,0,0,0,0,0,14,0,0,0,1,7,8,1930,1950,1,0,2,2,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,502.0,502.0,0,2,0,0,502,502,0,1004,0.0,0.0,1,0,2,1,3,5,0,1,0.0,3,1930.0,0.0,1.0,200.0,1.0,2.0,2,280,0,68,0,0,0,-1.0,1,-1,0,7,2006,0,0,105000
2643,2644,902109010,30,8,70.0,5684,0,-1.0,0,0,0,0,0,14,0,0,0,0,6,8,1930,2005,0,0,2,2,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,813.0,813.0,0,4,1,1,813,0,0,813,0.0,0.0,1,0,2,1,3,5,0,0,-1.0,3,1932.0,0.0,1.0,270.0,1.0,1.0,2,0,113,0,0,0,0,-1.0,-1,-1,0,6,2006,0,0,110000
2644,2645,902110120,190,8,56.0,7745,0,1.0,0,0,0,0,0,14,0,0,1,2,4,6,1900,1950,1,0,6,7,-1,0.0,3,2,1,2.0,2.0,1,4,0.0,4,0.0,938.0,938.0,0,3,0,0,1084,867,0,1951,0.0,0.0,2,0,4,2,1,9,0,0,-1.0,3,1993.0,0.0,2.0,576.0,2.0,2.0,0,0,6,28,0,0,0,-1.0,-1,-1,0,4,2006,0,0,111500
2645,2646,902110130,30,8,56.0,7741,0,1.0,0,0,0,0,0,14,0,0,0,0,6,5,1924,1950,1,0,6,7,-1,0.0,2,2,3,2.0,1.0,1,0,143.0,1,72.0,817.0,1032.0,0,3,0,1,1032,0,0,1032,0.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1995.0,0.0,1.0,280.0,2.0,2.0,1,0,0,112,0,0,0,-1.0,1,-1,0,6,2006,2,3,108000
2646,2647,902111010,30,8,50.0,5633,0,0.0,0,0,0,0,0,14,0,0,0,0,5,7,1925,1950,1,0,6,11,-1,0.0,2,2,3,2.0,1.0,1,4,0.0,4,0.0,844.0,844.0,0,2,1,0,844,0,0,844,0.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1925.0,0.0,1.0,216.0,2.0,2.0,2,50,81,123,0,0,0,-1.0,-1,-1,0,7,2006,0,0,111500
2647,2648,902125020,70,8,50.0,9000,0,1.0,0,0,0,1,0,14,5,0,0,1,5,6,1880,1991,1,0,1,1,-1,0.0,2,2,3,1.0,1.0,1,4,0.0,4,0.0,636.0,636.0,0,2,1,1,1089,661,0,1750,0.0,0.0,1,0,3,1,4,8,0,0,-1.0,3,1937.0,0.0,1.0,240.0,1.0,0.0,2,0,0,293,0,0,0,-1.0,1,-1,0,6,2006,0,3,124000
2648,2649,902128020,20,8,60.0,7200,0,1.0,0,0,0,0,0,14,0,0,0,0,4,5,1950,1950,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,576.0,576.0,0,4,1,0,864,0,0,864,0.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1952.0,1.0,1.0,528.0,2.0,2.0,1,0,0,0,0,115,0,-1.0,-1,-1,0,8,2006,2,0,105000
2649,2650,902128100,50,8,40.0,4400,0,-1.0,0,0,0,0,0,14,0,0,0,2,6,8,1920,1950,1,0,9,11,-1,0.0,2,2,3,1.0,2.0,1,4,0.0,4,0.0,648.0,648.0,0,2,1,1,734,384,0,1118,0.0,0.0,1,0,2,1,2,6,0,0,-1.0,3,1990.0,0.0,2.0,440.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,10,2006,0,0,116000
2650,2651,902134060,70,8,42.0,7614,0,1.0,0,0,0,0,1,14,0,0,0,1,3,5,1905,1950,1,0,6,7,-1,0.0,2,2,3,2.0,1.0,2,4,0.0,4,0.0,738.0,738.0,0,3,1,1,714,662,0,1376,0.0,0.0,1,0,2,1,2,7,0,0,-1.0,3,1930.0,0.0,1.0,216.0,2.0,2.0,2,0,0,104,0,225,0,-1.0,-1,-1,0,3,2006,0,0,96900
2651,2652,902204060,190,8,50.0,6000,0,-1.0,0,0,0,0,0,14,0,0,1,0,5,7,1955,1955,0,0,2,2,-1,0.0,2,2,0,2.0,2.0,3,3,576.0,4,0.0,384.0,960.0,0,2,1,1,960,0,0,960,1.0,0.0,1,0,3,1,2,5,0,0,-1.0,3,1976.0,0.0,2.0,576.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,6,2006,0,0,135500
2652,2653,902204120,50,8,50.0,6000,0,-1.0,0,0,0,0,0,14,0,0,0,2,5,7,1924,1950,1,0,6,7,2,145.0,2,3,1,2.0,2.0,1,4,0.0,4,0.0,816.0,816.0,0,4,1,0,816,750,0,1566,0.0,0.0,1,1,5,1,3,7,0,0,-1.0,3,1976.0,0.0,2.0,450.0,2.0,2.0,1,24,0,296,0,0,0,-1.0,1,-1,0,8,2006,0,0,139000
2653,2654,902206020,30,8,52.0,7830,0,-1.0,0,0,0,0,0,14,0,0,0,0,3,5,1921,1950,1,0,7,10,-1,0.0,2,2,3,1.0,2.0,1,5,416.0,4,0.0,76.0,492.0,0,2,1,0,492,0,0,492,1.0,0.0,1,0,1,1,2,3,0,0,-1.0,3,1921.0,0.0,1.0,200.0,1.0,2.0,2,0,0,78,0,0,0,-1.0,-1,-1,0,6,2006,0,0,61500
2654,2655,902206090,50,8,56.0,9576,0,-1.0,0,0,0,0,0,14,0,0,0,2,6,7,1945,1950,1,0,1,1,-1,0.0,2,2,0,1.0,2.0,1,1,310.0,4,0.0,460.0,770.0,0,2,1,0,885,297,0,1182,0.0,0.0,1,1,3,1,2,5,0,0,-1.0,3,1945.0,0.0,1.0,378.0,1.0,2.0,1,0,0,0,0,0,0,-1.0,3,-1,0,5,2006,0,0,120000
2655,2656,902207080,20,8,49.0,5820,0,-1.0,0,0,0,0,0,14,0,0,0,0,3,8,1955,2005,1,0,1,1,-1,0.0,2,3,0,2.0,2.0,1,2,256.0,4,0.0,906.0,1162.0,0,4,1,0,1163,0,0,1163,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1955.0,0.0,1.0,220.0,1.0,2.0,1,142,98,0,0,0,0,-1.0,-1,-1,0,7,2006,0,0,126175
2656,2657,902207110,30,8,48.0,5747,0,-1.0,0,0,0,0,0,14,0,0,0,0,3,4,1920,1950,1,0,2,2,-1,0.0,2,2,1,2.0,2.0,1,4,0.0,4,0.0,798.0,798.0,0,3,1,0,840,0,0,840,0.0,0.0,1,0,2,1,1,5,0,0,-1.0,3,1938.0,0.0,1.0,250.0,2.0,1.0,2,112,0,0,0,0,0,-1.0,-1,-1,0,6,2006,0,0,64000
2657,2658,902301120,190,8,69.0,9142,0,1.0,0,0,0,0,0,14,0,0,1,1,6,8,1910,1950,1,0,7,10,-1,0.0,2,1,5,1.0,2.0,1,4,0.0,4,0.0,1020.0,1020.0,0,3,0,3,908,1020,0,1928,0.0,0.0,2,0,4,2,1,9,0,0,-1.0,3,1910.0,0.0,1.0,440.0,0.0,0.0,1,0,60,112,0,0,0,-1.0,-1,-1,0,4,2006,0,0,137000
2658,2659,902305090,70,8,60.0,9600,0,1.0,0,0,0,0,0,14,0,0,0,1,4,2,1900,1950,1,0,7,11,-1,0.0,2,2,3,2.0,1.0,1,4,0.0,4,0.0,1095.0,1095.0,1,1,0,0,1095,679,0,1774,1.0,0.0,2,0,4,2,2,8,3,0,-1.0,6,1920.0,0.0,3.0,779.0,1.0,1.0,2,0,0,90,0,0,0,-1.0,-1,-1,0,5,2006,0,0,87000
2659,2660,902325050,75,8,60.0,10800,0,-1.0,0,0,0,0,0,14,0,0,0,5,7,7,1914,1970,1,0,2,2,-1,0.0,2,2,3,3.0,2.0,2,1,390.0,4,0.0,490.0,880.0,1,1,0,0,880,888,0,1768,0.0,0.0,1,1,2,1,2,6,0,2,2.0,3,1914.0,0.0,2.0,320.0,2.0,2.0,2,0,341,0,0,0,0,-1.0,-1,-1,0,10,2006,0,0,163000
2660,2661,902325100,75,8,70.0,6300,0,-1.0,0,0,0,1,0,14,0,0,0,5,7,6,1910,2005,1,0,2,2,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,1226.0,1226.0,0,4,1,0,1226,878,0,2104,0.0,0.0,2,0,5,1,2,9,0,0,-1.0,3,1910.0,0.0,2.0,432.0,1.0,2.0,0,0,341,88,0,0,0,-1.0,-1,-1,0,7,2006,0,0,155000
2661,2662,902325160,50,8,63.0,5000,0,-1.0,0,0,0,1,0,14,0,0,0,2,5,4,1900,1950,1,0,2,2,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,540.0,540.0,0,3,0,1,889,551,0,1440,0.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1940.0,0.0,1.0,352.0,1.0,2.0,1,0,0,77,0,0,0,-1.0,-1,-1,0,4,2006,0,0,79000
2662,2663,902328100,75,8,65.0,8850,0,-1.0,1,1,0,1,0,14,0,0,0,5,7,6,1916,1950,1,0,6,7,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,815.0,815.0,0,4,1,0,815,875,0,1690,0.0,0.0,1,0,3,1,2,7,0,1,3.0,3,1916.0,0.0,1.0,225.0,2.0,2.0,1,0,0,330,0,0,0,-1.0,-1,-1,0,7,2006,7,0,144000
2663,2664,902329070,70,8,60.0,3600,0,1.0,0,0,0,0,0,14,0,0,0,1,6,7,1910,1993,1,0,1,1,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,684.0,684.0,0,4,0,1,684,684,0,1368,0.0,0.0,1,0,3,1,2,7,0,0,-1.0,3,1930.0,0.0,1.0,216.0,2.0,1.0,2,0,158,0,0,0,0,-1.0,-1,-1,0,10,2006,0,0,114504
2664,2665,902329090,70,8,60.0,7200,0,-1.0,0,0,0,1,0,14,0,0,0,1,7,7,1920,1950,0,0,2,2,-1,0.0,2,2,3,1.0,2.0,1,4,0.0,4,0.0,596.0,596.0,0,4,1,0,998,764,0,1762,1.0,0.0,1,1,4,1,3,8,0,0,-1.0,3,1989.0,0.0,2.0,576.0,2.0,2.0,2,36,0,221,0,0,0,-1.0,-1,-1,0,10,2006,0,0,157000
2665,2666,902400090,30,8,84.0,11340,0,-1.0,0,0,0,1,0,14,0,0,0,0,6,5,1923,1950,1,0,2,2,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,1200.0,1200.0,0,2,1,1,1200,0,0,1200,0.0,0.0,1,0,4,1,2,7,0,0,-1.0,3,1923.0,0.0,1.0,312.0,1.0,1.0,1,0,0,228,0,0,0,-1.0,-1,-1,0,3,2006,0,2,125000
2666,2667,902400110,75,8,90.0,22950,0,-1.0,2,0,0,0,0,14,5,0,0,7,10,9,1892,1993,1,3,2,2,-1,0.0,3,3,3,2.0,2.0,2,4,0.0,4,0.0,1107.0,1107.0,0,4,1,0,1518,1518,572,3608,0.0,0.0,2,1,4,1,4,12,0,2,2.0,3,1993.0,0.0,3.0,840.0,4.0,2.0,1,0,260,0,0,410,0,-1.0,2,-1,0,6,2006,0,0,475000
2668,2669,902406030,20,8,65.0,9750,0,1.0,0,0,0,0,0,14,0,0,0,0,5,5,1958,1958,0,0,4,5,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,960.0,960.0,0,4,1,0,960,0,0,960,0.0,0.0,1,0,3,1,2,5,0,0,-1.0,3,2002.0,0.0,2.0,624.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,1,4500,7,2006,0,0,125000
2671,2672,903202120,50,6,65.0,6435,0,-1.0,0,0,0,0,0,13,7,0,0,2,6,5,1939,1950,1,0,6,7,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,972.0,972.0,0,3,1,0,972,605,0,1577,0.0,0.0,1,0,3,1,1,6,0,1,3.0,3,1939.0,0.0,1.0,312.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,10,2006,0,0,140200
2672,2673,903206160,70,6,69.0,11737,0,-1.0,1,1,0,0,0,13,0,0,0,1,6,7,1924,1996,3,0,11,11,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,848.0,848.0,1,2,0,0,1017,810,0,1827,0.0,0.0,1,0,2,1,2,9,0,1,3.0,3,1943.0,0.0,1.0,240.0,1.0,2.0,1,27,36,42,0,0,0,-1.0,2,-1,0,5,2006,0,0,202500
2673,2674,903225090,50,8,50.0,5000,0,-1.0,0,0,0,1,0,13,1,0,0,2,6,7,1947,1950,1,0,3,4,-1,0.0,2,3,0,2.0,2.0,1,2,399.0,4,0.0,605.0,1004.0,0,4,1,0,1004,660,0,1664,0.0,0.0,2,0,3,1,2,7,0,2,3.0,3,1950.0,0.0,2.0,420.0,2.0,2.0,1,0,24,36,0,0,0,-1.0,-1,-1,0,10,2006,0,0,159000
2674,2675,903229040,190,8,65.0,7800,0,-1.0,0,0,0,0,0,14,5,0,1,2,5,7,1939,1950,1,0,6,7,-1,0.0,2,2,0,3.0,2.0,2,1,507.0,4,0.0,286.0,793.0,0,2,1,0,793,325,0,1118,1.0,0.0,1,0,3,1,2,5,0,1,3.0,3,1939.0,0.0,2.0,410.0,2.0,2.0,1,0,0,0,0,271,0,-1.0,1,-1,0,5,2006,0,0,119900
2675,2676,903231070,50,8,52.0,6240,0,-1.0,0,0,0,0,0,13,0,0,0,2,6,6,1934,1950,1,0,2,2,-1,0.0,2,2,1,2.0,2.0,1,4,0.0,4,0.0,816.0,816.0,0,2,1,0,816,0,360,1176,0.0,0.0,1,0,3,1,2,6,0,1,3.0,3,1985.0,0.0,2.0,528.0,2.0,2.0,1,112,0,0,0,0,0,-1.0,1,2,400,9,2006,0,0,114500
2677,2678,903231220,50,8,51.0,6120,0,-1.0,0,0,0,0,0,13,0,0,0,2,3,5,1930,1950,1,0,7,10,-1,0.0,3,2,0,2.0,2.0,1,1,347.0,4,0.0,381.0,728.0,0,4,1,0,728,434,0,1162,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,3,1930.0,0.0,1.0,258.0,1.0,0.0,1,0,24,0,0,0,0,-1.0,-1,-1,0,11,2006,3,3,75000
2678,2679,903231240,30,8,51.0,6120,0,-1.0,0,0,0,0,0,13,0,0,0,0,5,7,1925,1950,1,0,6,7,-1,0.0,2,2,3,2.0,2.0,1,1,489.0,4,0.0,279.0,768.0,0,2,0,0,1015,0,0,1015,0.0,0.0,1,0,3,1,2,6,2,0,-1.0,3,1925.0,0.0,1.0,450.0,2.0,2.0,1,0,0,112,0,120,0,-1.0,1,2,620,7,2006,0,3,88000
2680,2681,903233100,50,8,52.0,6240,0,-1.0,0,0,0,0,0,13,0,0,0,2,5,6,1928,1950,1,0,6,7,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,1042.0,1042.0,0,4,1,0,1042,534,0,1576,0.0,0.0,1,0,3,1,2,8,0,1,3.0,3,1928.0,0.0,1.0,225.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,8,2006,0,2,149000
2681,2682,903233220,50,8,51.0,6120,0,-1.0,0,0,0,0,0,13,0,0,0,2,5,7,1930,1984,1,0,6,7,-1,0.0,2,3,3,2.0,2.0,1,4,0.0,4,0.0,741.0,741.0,0,3,1,0,741,583,0,1324,0.0,0.0,1,0,3,1,3,7,0,0,-1.0,3,1930.0,0.0,1.0,180.0,1.0,2.0,1,0,0,55,0,0,0,-1.0,-1,-1,0,2,2006,0,0,110000
2682,2683,903234030,30,8,50.0,6000,0,-1.0,0,0,0,0,0,14,5,0,0,0,6,6,1925,1980,1,0,6,7,-1,0.0,2,3,3,2.0,2.0,1,0,397.0,4,0.0,706.0,1103.0,0,3,1,0,1103,0,0,1103,0.0,0.0,1,0,2,1,3,5,0,1,3.0,3,1976.0,0.0,2.0,440.0,2.0,2.0,1,166,120,0,0,0,0,-1.0,1,-1,0,7,2006,0,0,110500
2683,2684,903235020,30,8,50.0,6000,0,-1.0,0,0,0,0,0,13,0,0,0,0,5,7,1921,1950,1,0,2,6,-1,0.0,2,2,0,2.0,2.0,1,5,616.0,4,0.0,0.0,616.0,0,3,1,0,616,0,0,616,0.0,0.0,1,0,2,1,2,4,0,0,-1.0,3,1921.0,0.0,1.0,205.0,2.0,2.0,1,0,0,129,0,0,0,-1.0,-1,-1,0,6,2006,0,0,89000
2684,2685,903236200,45,8,58.0,6380,0,-1.0,0,0,0,0,0,13,0,0,0,6,5,6,1922,1950,1,0,6,7,-1,0.0,2,2,3,2.0,1.0,1,4,0.0,4,0.0,993.0,993.0,0,2,1,1,1048,0,0,1048,0.0,0.0,1,0,2,1,2,5,0,1,3.0,3,1922.0,0.0,1.0,280.0,2.0,2.0,1,0,0,116,0,0,0,-1.0,-1,-1,0,8,2006,0,0,113000
2685,2686,903400030,30,6,50.0,11672,0,0.0,2,0,0,0,0,13,0,0,0,0,5,5,1925,1950,1,0,6,7,-1,0.0,2,2,3,2.0,2.0,1,4,0.0,4,0.0,816.0,816.0,0,2,1,1,816,0,0,816,0.0,0.0,1,0,2,1,2,4,0,0,-1.0,3,1925.0,0.0,1.0,210.0,1.0,1.0,2,168,0,112,0,0,0,-1.0,-1,-1,0,7,2006,0,0,109000
2686,2687,903425190,50,8,90.0,33120,0,-1.0,3,0,0,0,0,14,7,1,0,2,6,5,1962,1962,1,0,0,2,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,1595.0,1595.0,0,2,1,0,1611,875,0,2486,0.0,0.0,2,0,5,1,2,8,0,1,3.0,3,1962.0,0.0,2.0,576.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,10,2006,0,0,220000
2687,2688,903425340,190,6,60.0,9873,0,-1.0,0,0,0,0,0,13,7,0,1,0,4,5,1970,1970,1,0,4,5,2,160.0,2,2,0,2.0,2.0,3,2,789.0,4,0.0,171.0,960.0,1,2,0,0,960,0,0,960,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,3,1970.0,0.0,2.0,576.0,2.0,2.0,1,0,288,0,0,0,0,-1.0,-1,-1,0,5,2006,0,0,129000
